,ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
367514,367974,"Sony Xperia C3 Boasts 5MP ""PROselfie"" Front-facing Camera with LED Flash",http://www.dailytech.com/Sony+Xperia+C3+Boasts+5MP+PROselfie+Frontfacing+Camera+with+LED+Flash/article36179c.htm,DailyTech,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.dailytech.com,1404826263261
276827,277273,Twitter Exec Exodus Continues with Media Chief Chloe Sladden,http://variety.com/2014/digital/news/twitter-exec-exodus-continues-with-media-chief-chloe-sladden-1201219737/,Variety,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,variety.com,1402661094402
276869,277315,Twitter COO Ali Rowghani Exits,http://variety.com/2014/digital/news/twitter-coo-ali-rowghani-resigns-1201219034/,Variety,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,variety.com,1402661107259
337761,338221,Doctors group nixes routine pelvic exams,http://wwlp.com/2014/06/30/doctors-group-nixes-routine-pelvic-exams/,wwlp.com,m,d2popbipDBWjcXMHN5LREFUB9ARnM,wwlp.com,1404174916141
337795,338255,Routine pelvic exams not recommended under new guidelines,http://www.wcvb.com/health/routine-pelvic-exams-not-recommended-under-new-guidelines/26722632,WCVB Boston,m,d2popbipDBWjcXMHN5LREFUB9ARnM,www.wcvb.com,1404174926064
383883,384343,Mysterious crater in Siberia spawns wild Internet theories,http://www.cbsnews.com/news/mysterious-crater-in-yamal-siberia-spawns-wild-internet-theories/,CBS News,t,dVjoWgHJScpVA_MQhL4jKfIaDF15M,www.cbsnews.com,1405563001170
344074,344534,Chrysler Group LLC reports June 2014 US sales increased 9 percent; Best June  ...,http://www.automotiveworld.com/news-releases/chrysler-group-llc-reports-june-2014-u-s-sales-increased-9-percent-best-june-sales-since-2007/,Automotive World,b,d6sJi3kYX5eUrbMcrHWL_6zRrkcFM,www.automotiveworld.com,1404308690306
211408,211854,Gov. McAuliffe Makes Health Announcements,http://www.newsplex.com/news/headlines/Gov-McAuliffe-Makes-Health-Announcements-258922611.html,The Charlottesville Newsplex,m,dj3WPNvkaYE2ZlMfdqPmg9vznEz3M,www.newsplex.com,1399991325230
223130,223576,"Real wages could resume fall as ""Easter effect"" sees inflation jump to 1.8pc",http://www.cityam.com/blog/1400573748/real-wages-could-resume-fall-easter-effect-sees-inflation-jump-18pc,CITY A.M. \(blog\),b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.cityam.com,1400578886526
276851,277297,Twitter COO resigns as growth lags,http://www.smh.com.au/it-pro/business-it/twitter-coo-resigns-as-growth-lags-20140612-zs6b6.html,Sydney Morning Herald,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.smh.com.au,1402661101519
87071,87147,Boulder's Wealth May Be A Factor For Lowest Obesity Rate,http://kunc.org/post/boulders-wealth-may-be-factor-lowest-obesity-rate,KUNC,m,dIHLjL2k9Vsb8JMI5qT_-EwAWhQvM,kunc.org,1396885667994
252192,252638,Nuclear Plant Operators Deal With Radioactive Waste Storage,http://connecticut.cbslocal.com/2014/05/26/nuclear-plant-operators-deal-with-radioactive-waste-storage/,CBS Local,b,d8AwjSuisksipoMiQ4I-epaD_lk1M,connecticut.cbslocal.com,1401158328445
108751,108948,Fine Tuning: Good Wife just gets better,http://www.timescolonist.com/entertainment/television/fine-tuning-good-wife-just-gets-better-1.952315,Times Colonist,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.timescolonist.com,1397406164891
105087,105284,UPDATE 5-JPMorgan profit weaker than expected as trading revenue falls,http://in.reuters.com/article/2014/04/11/jpmorgan-results-idINL3N0N339R20140411,Reuters,b,dRL3DSMbw7P6teMXNcWF7sA_OANoM,in.reuters.com,1397346846319
5001,5002,SAC Capital Starts Anew as Point72,http://www.ai-cio.com/channel/NEWSMAKERS/SAC_Capital_Starts_Anew_as_Point72.html,aiCIO,b,daD7c9KSNVtBGFMnxXoWeIeZAzx3M,www.ai-cio.com,1394575707380
211402,211848,Virginia's Governor Challenges Abortion Clinic Regulations,http://time.com/97181/virginia-governor-mcauliffe-abortion-regulations/,TIME,m,dj3WPNvkaYE2ZlMfdqPmg9vznEz3M,time.com,1399991323432
367570,368030,Sony prepares to launch a smartphone that has front camera with flash,http://mobiles.sulekha.com/sony-prepares-to-launch-a-smartphone-that-has-front-camera-with-flash_news_927,Sulekha.com,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,mobiles.sulekha.com,1404826281412
276840,277286,Twitter's revolving door: media head Chloe Sladden is out,http://blog.sfgate.com/techchron/2014/06/12/twitters-revolving-door-media-head-chloe-sladden-is-out/,SFGate \(blog\),b,dXWUGSRb5SMoFnMpjYghEQGucB79M,blog.sfgate.com,1402661098314
105092,105289,JPMorgan profit weaker than expected,http://bdnews24.com/world/2014/04/11/jpmorgan-profit-weaker-than-expected,Bangladesh News 24 hours,b,dRL3DSMbw7P6teMXNcWF7sA_OANoM,bdnews24.com,1397346847408
367565,368025,Leaked: Images Of Sony's Xperia C3 'Selfie Phone',http://www.techtree.com/content/news/6790/leaked-images-sonys-xperia-c3-selfie-phone.html,Techtree.com,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.techtree.com,1404826280049
276835,277281,Second Twitter executive quits hours after Rowghani's resignation,http://www.themalaymailonline.com/money/article/second-twitter-executive-quits-hours-after-rowghanis-resignation,The Malay Mail Online,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.themalaymailonline.com,1402661096674
252188,252634,US plants prepare long-term nuclear waste storage - 4 Hours Ago,http://www.heraldbulletin.com/breakingnews/x2117419473/US-plants-prepare-long-term-nuclear-waste-storage,The Herald Bulletin,b,d8AwjSuisksipoMiQ4I-epaD_lk1M,www.heraldbulletin.com,1401158327283
223132,223578,Marks and Spencer's profits fall for third year,http://www.bbc.co.uk/news/business-27482022,BBC News,b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.bbc.co.uk,1400578887130
269177,269623,Net-a-Porter Embraces Google Glass,http://www.style.com/stylefile/2014/06/net-porter-embraces-google-glass/,Style.com,t,dFu05k7RZyCdTgM_wJgeaM5lLSodM,www.style.com,1401823133671
276811,277257,Second Twitter exec resigns with goodbye tweets after Ali Rowghani's exit,http://www.cityam.com/blog/1402645867/second-twitter-executive-follows-rowghanis-exit-goodbye-tweets,CITY A.M. \(blog\),b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.cityam.com,1402661089711
108724,108921,Weiner reflects on the beginning of the end of 'Mad Men',http://www.bostonglobe.com/arts/television/2014/04/12/weiner-reflects-beginning-end/omI65DIRPiwyr1kzlIn3lJ/story.html,Boston Globe,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.bostonglobe.com,1397406157891
108835,109032,TV Review: Mad Men Season 7,http://www.vulture.com/2014/04/tv-review-mad-men-season-7.html\?mid=googlenews,Vulture,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.vulture.com,1397406190363
337784,338244,Metro Detroit doctors wary of recommendation against yearly pelvic exams,http://www.detroitnews.com/article/20140630/BIZ/306300116/1361/Metro-Detroit-doctors-wary-of-recommendation-against-yearly-pelvic-exams,The Detroit News,m,d2popbipDBWjcXMHN5LREFUB9ARnM,www.detroitnews.com,1404174922590
37064,37065,Why almost everything you've been told about unhealthy foods is wrong,http://www.rawstory.com/rs/2014/03/23/why-almost-everything-youve-been-told-about-unhealthy-foods-wrong/,Raw Story,m,desKlJQcxAsHalMSduVbA2zbSG8pM,www.rawstory.com,1395628950199
344093,344553,"GM June Sales Up 9 Percent, Best June Since 2007",http://www.theautochannel.com/news/2014/07/01/112331-gm-june-sales-up-9-percent-best-june-since-2007.html,Autochannel \(press release\),b,d6sJi3kYX5eUrbMcrHWL_6zRrkcFM,www.theautochannel.com,1404308696057
269229,269675,Google's first fashionable Glass frames are designed by Diane Von Furtstenburg,http://www.engadget.com/2014/06/03/google-glass-dvf-collection/,Engadget,t,dFu05k7RZyCdTgM_wJgeaM5lLSodM,www.engadget.com,1401823149556
383902,384362,"Giant mystery crater in Siberia has scientists stumped, but they're looking into it",http://blog.seattlepi.com/bigscience/2014/07/16/mystery-crater-in-siberia-has-scientists-stumped-for-now/,seattlepi.com \(blog\),t,dVjoWgHJScpVA_MQhL4jKfIaDF15M,blog.seattlepi.com,1405563006851
223112,223558,Inflation rise stalls wage hopes in the UK,http://www.breakingnews.ie/business/inflation-rise-stalls-wage-hopes-in-the-uk-631047.html,BreakingNews.ie,b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.breakingnews.ie,1400578881407
223100,223546,"UK CPI rises to 1.8% in April, core CPI hits 2%","http://www.investing.com/news/economic-indicators/u.k.-cpi-rises-to-1.8-in-april,-core-cpi-hits-2-285216",Investing.com,b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.investing.com,1400578877913
367543,368003,"Sony Xperia Z2 Encased In A Block Of Ice, Continues Working After That",http://www.ubergizmo.com/2014/07/sony-xperia-z2-encased-in-a-block-of-ice-continues-working-after-that/,Ubergizmo,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.ubergizmo.com,1404826274478
108725,108922,'Mad Men': Season 7 Premiere Guide (Video),http://www.hollywoodreporter.com/live-feed/mad-men-season-7-premiere-695706,Hollywood Reporter,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.hollywoodreporter.com,1397406158100
276870,277316,"Twitter COO quits, signalling management shake-up",http://www.telegraph.co.uk/finance/businesslatestnews/10895821/Twitter-COO-quits-signalling-management-shake-up.html,Telegraph.co.uk,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.telegraph.co.uk,1402661107744
68929,68930,Microsoft wants Windows XP dead and has announced $100 bounty: Tempting  ...,http://www.techtimes.com/articles/4979/20140330/microsoft-wants-windows-xp-dead-and-has-announced-100-bounty-tempting-but.htm,Tech Times,t,doEecIWf0cygoOMaoh3aZnqZwHjiM,www.techtimes.com,1396234212588
276920,277366,Twitter COO Ali Rowghani Just Announced Via Tweet That He's Stepping Down,http://www.buzzfeed.com/ryanhatesthis/rowghani-leaves-twitter-tensions,BuzzFeed,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.buzzfeed.com,1402661124347
124164,124500,Zebra Technologies to Acquire Enterprise Business from Motorola Solutions for  ...,http://business.itbusinessnet.com/article/Zebra-Technologies-to-Acquire-Enterprise-Business-from-Motorola-Solutions-for-345-Billion-3187493,IT Business Net,b,dPlyvJBu-0R9bWMK82O_gjWXOnxjM,business.itbusinessnet.com,1397701703491
223125,223571,BREAKING NEWS: Transport costs lead to hike in inflation,http://www.thebusinessdesk.com/westmidlands/news/620115-breaking-news-inflation.html\?news_section=19009,The Business Desk \(registration\),b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.thebusinessdesk.com,1400578885136
276889,277335,Twitter Loses a Powerful Executive,http://www.businessweek.com/articles/2014-06-12/twitter-loses-its-powerful-coo,Businessweek,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.businessweek.com,1402661114140
108805,109002,'Mad Men' Season 7 Spoilers: Everything We Know About the Final Act,http://thestir.cafemom.com/entertainment/170991/mad_men_season_7_spoilers,The Stir,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,thestir.cafemom.com,1397406182030
367576,368036,Sony to announce 'Selfie' phone on July 8th with front-facing LED flash,http://mobilesyrup.com/2014/07/07/sony-to-announce-selfie-phone-on-july-8th-with-front-facing-led-flash/,MobileSyrup.com,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,mobilesyrup.com,1404826282804
223097,223543,UK Inflation Rise To 1.8% Delays Real Wage Rise Hopes,http://www.huffingtonpost.co.uk/2014/05/20/uk-inflation-real-wage-rise_n_5356270.html,Huffington Post UK,b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.huffingtonpost.co.uk,1400578877003
298857,299317,"Before 'Fargo's' season finale, a sequel (or prequel) pitch: 'Lorne Malvo, Self  ...",http://www.nola.com/tv/index.ssf/2014/06/before_the_fx_fargo_finale_a_s.html,The Times-Picayune,e,dUpZEZlBJncHb-MWymTZxtitEhn5M,www.nola.com,1403081752920
276879,277325,"'Goodbye Twitter' COO Ali Rowghani, says bye to the microblog",http://daily.bhaskar.com/article/GAD-goodbye-twitter-ali-rowghani-twitter-coo-says-bye-to-the-microblog-4645058-NOR.html,Daily Bhaskar,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,daily.bhaskar.com,1402661111042
105077,105274,Technology stocks falling for 2nd day in a row,http://www.rutlandherald.com/article/20140412/BUSINESS03/704129991,Rutland Herald,b,dRL3DSMbw7P6teMXNcWF7sA_OANoM,www.rutlandherald.com,1397346843892
276802,277248,Twitter's head of media Chloe Sladden steps down - less than 12 hours after  ...,http://www.thedrum.com/news/2014/06/13/twitter-s-head-media-chloe-sladden-steps-down-less-12-hours-after-coo-does-same,The Drum,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.thedrum.com,1402661087216
383884,384344,Massive Crater Discovered in Siberia,http://www.webpronews.com/massive-crater-discovered-in-siberia-2014-07\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+webpronews%2Fall+(WebProNews%3A+Index+Feed),WebProNews,t,dVjoWgHJScpVA_MQhL4jKfIaDF15M,www.webpronews.com,1405563001509
276915,277361,Twitter COO Rowghani resigns amid lacklustre growth,http://www.bnn.ca/News/2014/6/12/Twitter-COO-Rowghani-resigns-amid-lacklustre-growth.aspx,bnn.ca,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.bnn.ca,1402661122741
269188,269634,Google Glass headsets get new designs in collaboration with DVF,http://www.digitalspy.com/tech/news/a575180/google-glass-headsets-get-new-designs-in-collaboration-with-dvf.html,Digital Spy,t,dFu05k7RZyCdTgM_wJgeaM5lLSodM,www.digitalspy.com,1401823136788
298853,299313,Fargo (FX) Season Finale 2014 “Morton's Fork”,http://www.tvequals.com/2014/06/17/fargo-fx-season-finale-2014-mortons-fork/,TV Equals,e,dUpZEZlBJncHb-MWymTZxtitEhn5M,www.tvequals.com,1403081751422
223096,223542,Inflation back up: Modest rise to 1.8% in April suggests long slow recovery in  ...,http://www.thisismoney.co.uk/money/news/article-2633661/Economists-forecast-modest-rise-Aprils-official-inflation-figure-suggesting-long-slow-recovery-living-standards.html\?ito=feeds-newsxml,This is Money,b,d85sZg0ywivMs2MRloSfmtitXaKsM,www.thisismoney.co.uk,1400578876742
298851,299311,'Fargo' Season 1 Spoilers: Episode 10 Synopsis Leaked Online; What Will  ...,http://www.ibtimes.com/fargo-season-1-spoilers-episode-10-synopsis-leaked-online-what-will-happen-finale-photos-1603872,International Business Times,e,dUpZEZlBJncHb-MWymTZxtitEhn5M,www.ibtimes.com,1403081750998
276852,277298,UPDATE 3-Twitter chief operating officer resigns as growth lags,http://www.reuters.com/article/2014/06/12/twitter-managementchanges-idUSL4N0OT3MF20140612,Reuters,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.reuters.com,1402661101794
367549,368009,"Sony Xperia C3 arrives with 5MP selfie camera, Android 4.4 Kitkat",http://www.theinquirer.net/inquirer/news/2354090/sony-xperia-c3-arrives-with-5mp-selfie-camera-android-44-kitkat,Inquirer,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.theinquirer.net,1404826275692
195434,195870,"With carbon dioxide levels up, nutrients in crops are down: Study",http://www.techtimes.com/articles/6710/20140508/carbon-dioxide-levels-up-nutrients-in-crops-are-down-study.htm,Tech Times,m,d-RbFiu4YqJl6nM62L0H3KPzkejNM,www.techtimes.com,1399578165205
276844,277290,Twitter chief operating officer resigns as user growth flags,http://www.irishtimes.com/business/sectors/technology/twitter-chief-operating-officer-resigns-as-user-growth-flags-1.1830416,Irish Times,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.irishtimes.com,1402661099457
108731,108928,10 Things You Never Knew About 'Mad Men'!,http://www.yourtango.com/2014213035/tv-love-10-things-you-didnt-know-about-mad-men-jon-hamm-january-jones-elisabeth-moss-christina-hendricks,YourTango \(blog\),e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.yourtango.com,1397406159747
276887,277333,Twitter Executive Quits Amid Stalling Growth,http://www.klfm967.co.uk/news/world-news/1311191/twitter-executive-quits-amid-stalling-growth/,KL.FM 96.7,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.klfm967.co.uk,1402661113534
108743,108940,Rich Sommer from AMC's 'Mad Men' Season Premiere,http://wgnradio.com/2014/04/13/rich-sommer-from-amcs-mad-men-season-premiere/,WGN Radio,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,wgnradio.com,1397406162845
252200,252646,Electricity out as Millstone shifts to diesel,http://wwlp.com/2014/05/25/electricity-out-as-millstone-shifts-to-diesel/,WWLP 22News,b,d8AwjSuisksipoMiQ4I-epaD_lk1M,wwlp.com,1401158330694
211406,211852,McAuliffe puts focus on women's health,http://augustafreepress.com/mcauliffe-puts-focus-womens-health/,Augusta Free Press,m,dj3WPNvkaYE2ZlMfdqPmg9vznEz3M,augustafreepress.com,1399991324566
195425,195861,Rising CO2 Levels Will Lower Nutritional Value in Grains,http://www.counselheal.com/articles/9659/20140508/rising-co2-levels-will-lower-nutritional-value-in-grains.htm,Counsel \& Heal,m,d-RbFiu4YqJl6nM62L0H3KPzkejNM,www.counselheal.com,1399578163108
276806,277252,"Ali Rowghani, Twitter's COO, resigns after months of watching his  ...",http://economictimes.indiatimes.com/news/international/business/ali-rowghani-twitters-coo-resigns-after-months-of-watching-his-responsibilities-shrink/articleshow/36489654.cms,Economic Times,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,economictimes.indiatimes.com,1402661088372
298861,299321,Why Fargo Works So Well as a TV Show,http://www.ign.com/articles/2014/06/16/why-fargo-works-so-well-as-a-tv-show,IGN,e,dUpZEZlBJncHb-MWymTZxtitEhn5M,www.ign.com,1403081754085
367523,367983,"If you hate the word 'selfie' look away now, the Sony Xperia C3 is not the phone  ...",https://uk.news.yahoo.com/hate-word-selfie-look-away-now-sony-xperia-075900976.html,Yahoo News UK,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,uk.news.yahoo.com,1404826265477
344038,344498,"Despite Safety Issues, GM's Sales Still Increase in June",http://www.columbusceo.com/content/stories/apexchange/2014/07/01/despite-safety-issues-gms-sales-still-increase-in-june.html,Columbus CEO,b,d6sJi3kYX5eUrbMcrHWL_6zRrkcFM,www.columbusceo.com,1404308678150
195408,195844,Nutrition in Crops Are Cut down Drastically by High Concentrations of CO2,http://yottafire.com/2014/05/nutrition-in-crops-are-cut-down-drastically-by-high-concentrations-of-co2/,YottaFire,m,d-RbFiu4YqJl6nM62L0H3KPzkejNM,yottafire.com,1399578159045
195444,195880,Rising CO2 levels also make our food less nutritious,http://www.salon.com/2014/05/07/rising_co2_levels_also_make_our_food_less_nutritious/,Salon,m,d-RbFiu4YqJl6nM62L0H3KPzkejNM,www.salon.com,1399578168047
87082,87158,The Least Obese City in the Country,http://www.nationaljournal.com/health-care/the-least-obese-city-in-the-country-20140404,National Journal,m,dIHLjL2k9Vsb8JMI5qT_-EwAWhQvM,www.nationaljournal.com,1396885670870
252191,252637,US plants prepare for long-term nuclear waste storage,http://www.timesnews.net/article/9077387/u-s-plants-prepare-long-term-nuclear-waste-storage,Kingsport Times News,b,d8AwjSuisksipoMiQ4I-epaD_lk1M,www.timesnews.net,1401158328048
108851,109048,'Mad Men' takes off on its final flight,http://www.dailyfreeman.com/arts-and-entertainment/20140409/mad-men-takes-off-on-its-final-flight/1,Kingston Daily Freeman,e,dltFJk9CHTWRCIM2p0YDp-WFshLTM,www.dailyfreeman.com,1397406194823
383923,384383,Mysterious giant crater in the earth discovered at Siberia's 'End of the World',http://news.nationalpost.com/2014/07/16/mysterious-giant-crater-in-the-earth-discovered-at-siberias-end-of-the-world/,National Post,t,dVjoWgHJScpVA_MQhL4jKfIaDF15M,news.nationalpost.com,1405563013750
276860,277306,Twitter chief operating officer Ali Rowghani has resigned,http://www.belfasttelegraph.co.uk/news/world-news/twitter-coo-ali-rowghani-resigns-30349828.html,Belfast Telegraph,b,dXWUGSRb5SMoFnMpjYghEQGucB79M,www.belfasttelegraph.co.uk,1402661104648
344061,344521,"Ford sales fall, GM barely even; Jeep powers Chrysler",http://www.usatoday.com/story/money/cars/2014/07/01/detroit-june-auto-sales/11816767/,USA TODAY,b,d6sJi3kYX5eUrbMcrHWL_6zRrkcFM,www.usatoday.com,1404308685475
367557,368017,Sony unveils Xperia C3 smartphone with LED flash in front,http://timesofindia.indiatimes.com/tech/mobiles/Sony-unveils-Xperia-C3-smartphone-with-LED-flash-in-front/articleshow/38008082.cms\?,Times of India,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,timesofindia.indiatimes.com,1404826277858
269158,269604,Google Glass Still Trying To Look Cool,http://www.forbes.com/sites/ellenhuet/2014/06/03/google-glass-still-trying-to-look-cool/,Forbes,t,dFu05k7RZyCdTgM_wJgeaM5lLSodM,www.forbes.com,1401823128461
367590,368050,Sony Xperia Z4 Concept Emerges as Fan Imagines 2015 Flagship,http://gadgetinsiders.com/sony-xperia-z4-concept-emerges-as-fan-imagines-2015-flagship-17420/,Gadget Insiders,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,gadgetinsiders.com,1404826286999
367552,368012,"Sony Xperia C3 launches as ""world's best selfie smartphone""",http://www.trustedreviews.com/news/sony-xperia-c3-launches-as-the-world-s-best-selfie-smartphone,TrustedReviews,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.trustedreviews.com,1404826276527
383892,384352,Massive mystery crater at 'end of the world',http://www.wnd.com/2014/07/massive-mystery-crater-appears-at-end-of-world/,WND.com,t,dVjoWgHJScpVA_MQhL4jKfIaDF15M,www.wnd.com,1405563003668
