ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
59845,Smoking bans reduce childhood asthma and premature birth rates,http://www.theinformationdaily.com/2014/03/28/smoking-bans-reduce-childhood-asthma-and-premature-birth-rates,The Information Daily,m,dxjwHI0Eu6CtomMpkqGztosAq34hM,www.theinformationdaily.com,1396024117677
157339,Olivia Wilde,,,,,,
311979,Curiosity Celebrates Martian Anniversary With A Selfie,http://www.valuewalk.com/2014/06/curiosity-celebrates-martian-anniversary-selfie/,ValueWalk,t,dw6cx2doXyafhTMj7PgYNvfy2V_6M,www.valuewalk.com,1403641639329
328288,Google Inc (GOOGL) Working On Requests Of ''right to be forgotten''; Facebook  ...,http://www.wallstreetscope.com/google-inc-nasdaqgoogl-working-on-requests-of-right-to-be-forgotten-facebook-inc-nasdaqfb-fighting-for-the-seized-data/252123/,WallStreet Scope,t,dL-Kxu5ABqA6m1MpesIdbnJRhFSxM,www.wallstreetscope.com,1403931493451
414461,PlayStation Network attacked by hacker group – Xbox may be next target,http://hereisthecity.com/en-gb/2014/08/25/playstation-network-attacked-by-hacker-group-xbox-may-be-next-ta/,HITC,t,d7U2-ozEuKvxIvMO8VJqzwPicLHIM,hereisthecity.com,1409013163511
394257,Dollar Tree/Family Dollar merger could create Wal-Mart rival but hurt consumers,http://www.baltimoresun.com/business/consuming-interests-blog/bs-bz-dollar-tree-buys-family-dollar-20140728,,,,,
79039,tvtype: Oklahoma's Carrie Underwood among those to payi tribute at Rock and  ...,http://www.tulsaworld.com/tvtype-oklahoma-s-carrie-underwood-among-those-to-payi-tribute/article_349104ec-b9af-11e3-9d70-0017a43b2370.html,Tulsa World,e,d2Obr51t86RqB5MWkT62V-cGALngM,www.tulsaworld.com,1396382629796
150119,Google Inc (GOOG) adds new features to AdWords,http://pulse2.com/2014/04/22/adwords-new-features-107897/,Pulse 2.0,t,dFGfMcO2ca6xepMo4SiQpiNsagoYM,pulse2.com,1398223337213
250715,Will public opinion shift with new evidence of climate change?,http://www.bostonglobe.com/news/science/2014/05/23/will-public-opinion-shift-with-new-evidence-climate-change/eZ9a167sJklLgIn1XKdFzI/story.html,Boston Globe,t,dVpOZXzCXNZ7KRMJIqPBfGxgDjahM,www.bostonglobe.com,1401102414472
180340,Target chair and CEO out in wake of data breach,http://www.timesherald.com/business/20140505/target-chair-and-ceo-out-in-wake-of-data-breach,The Times Herald,b,dkFAnbDhAFGSbmM_w1-KeRF7X2InM,www.timesherald.com,1399367910767
975,Titanfall to Thunder Into Game Stores Monday Night,http://www.technewsworld.com/story/80108.html,TechNewsWorld,t,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,www.technewsworld.com,1394493715405
312898,The Daily Dish,http://www.buffalonews.com/life-arts/daily-dish/the-daily-dish-20140624,Buffalo News,e,dv8GNx-nOS_GQuMdqN95Mht7XAu2M,www.buffalonews.com,1403647251449
367567,ECB meets bankers before earnings signal unfinished business,http://www.ekathimerini.com/4dcgi/_w_articles_wsite2_1_08/07/2014_541197,Kathimerini,b,dybB1-1U7xt8vLMLKhbW1GpBlkggM,www.ekathimerini.com,1404822861312
328951,Khloe Kardashian's Boyfriend Wants You to Get Their Good Side,http://www.celebuzz.com/2014-06-25/khloe-kardashians-boyfriend-wants-you-to-get-their-good-side/,Celebuzz,e,ddRl7X5gZJOOyPM1cu8Ff2F6Wp9sM,www.celebuzz.com,1403935931699
162474,Justin Bieber Detained at LAX; Not Allowed to Enter America!,http://www.showbizspy.com/article/272381/justin-bieber-detained-at-lax-not-allowed-to-enter-america.html,Showbiz Spy,e,dlE4LH8Yh9TOswMcKs0_lCH-v3urM,www.showbizspy.com,1398412925438
109804,Avoid Common Errors When Filing Tax Return,http://www.kolotv.com/home/headlines/Avoid-Common-Errors-when-Filing-Tax-Return--255096681.html,KOLO,b,dPt12CYHFeomzGMXcJLW6oF_N9AwM,www.kolotv.com,1397453854011
333361,Tributes flow for R&B singer Bobby Womack,http://www.skynews.com.au/news/showbiz/music/2014/06/29/tributes-flow-for-r-b-singer-bobby-womack.html,Sky News Australia,e,drUxnqkS5I9-tAM_xSsoNz_oCIv6M,www.skynews.com.au,1404097824893
134576,A guide to Record Store Day 2014,http://www.northbynorthwestern.com/story/a-guide-to-record-store-day-2014/,North by Northwestern,e,dGyrehyU_oh5CDMMLfaT_MzkzyKdM,www.northbynorthwestern.com,1397835957951
303181,BlackBerry likely to reveal Amazon App Store deal as early as today,http://www.techienews.co.uk/9713789/blackberry-likely-reveal-amazon-app-store-deal-early-today/,Techie News,t,dyqLZK_KX89ISTMh4521s5XG6ckKM,www.techienews.co.uk,1403128131392
393281,Zillow Likes The Zestimate On Rival Site Trulia,,,,,,
255103,GLOBAL MARKETS-World equity indexes up on US data,,,,,,
49533,Mick Jagger to attend funeral of girlfriend L'Wren Scott in Los Angeles today,http://www.irishmirror.ie/showbiz/celebrity-news/lwren-scott-funeral-mick-jagger-3284560,Irish Mirror,e,dZkYWrUuy9ZTOTMXixzC96YSPm7xM,www.irishmirror.ie,1395887058551
354651,Not This Again! Katt Williams Allegedly Pulls Gun On Man For Making Fun Of His  ...,http://globalgrind.com/2014/07/03/katt-williams-allegedly-pulls-gun-comedy-show-patron-height-details/,Global Grind,e,dk7WUChxIyKTT0MNm-sOeWH1t6pjM,globalgrind.com,1404463515553
164506,Apple Patent Suit vs. Google Gets Second Life,http://www.investing.com/news/stock-market-news/apple-patent-suit-vs.-google-gets-second-life-279760,Investing.com,t,dvfK713ctHLJtOMbcHPsD_bors_kM,www.investing.com,1398466597238
365648,'True Blood' season 7 episode 3 recap: another major character death in 'Fire in  ...,http://www.pennlive.com/entertainment/index.ssf/2014/07/true_blood_7_3_recap.html,The Patriot-News,e,dOlPX7cXNUTt5yMt55WDrm3t5nvPM,www.pennlive.com,1404765029828
347059,Watch: First Trailer For 'St. Vincent' Starring Bill Murray,,,,,,
223068,Illinois health officials say third U.S. MERS case not infectious,http://www.businessinsider.com/r-illinois-health-officials-say-third-us-mers-case-not-infectious-2014-19,Business Insider,m,dHtWCfy4k4WtTZMy1NqnbwX4tr_gM,www.businessinsider.com,1400535112245
284639,Game of Thrones season 4 finale extened trailer,http://fansided.com/2014/06/11/game-thrones-season-4-finale-extened-trailer-video/,FanSided,e,dzO8F0yRnAd7sBMKmf5zAvSZce9PM,fansided.com,1402751946346
419335,Samsung Galaxy Tab 3 8.0 - Reviewing Specs,,,,,,
285676,Canadians getting sick from some chia seeds and powder,http://www.news1130.com/2014/06/13/canadians-getting-sick-from-some-chia-seeds-and-powder/,News1130,m,dRY2L7vsZttODKMBqCBFM3zS-oBLM,www.news1130.com,1402758188044
153982,Quentin Tarantino's lawsuit against Gawker thrown out of court,http://arstechnica.com/tech-policy/2014/04/quentin-tarantinos-lawsuit-against-gawker-thrown-out-of-court/,Ars Technica,e,dF2x_K2g92KvYUMam4Aaw5eUDQ07M,arstechnica.com,1398281683815
273214,PLC stock rises amid rumors of potential deal,http://www.bizjournals.com/birmingham/news/2014/06/03/plc-stock-rises-amid-rumors-of-potential-deal.html,Birmingham Business Journal,b,dCUjk7iNj5qQo4MvVktiMHmgm_T2M,www.bizjournals.com,1401889928195
66956,Scientists struggle to complete climate impacts report,http://www.bbc.co.uk/news/science-environment-26802192,BBC News,t,dRcIt3hb9OORGhMy6i9RUEOg8-0rM,www.bbc.co.uk,1396182474460
84907,?? URL ??? ??? ??,http://koreajoongangdaily.joins.com/news/article/article.aspx\?aid=2987508&amp;cloc=joongangdaily%7Chome%7Cnewslist1,Korea JoongAng Daily,t,dN8ABqyR8QOFSdMOGzK6FLKh0cniM,koreajoongangdaily.joins.com,1396874604841
4927,UPDATE 1-BoE's Carney says UK economy not close to overheating,http://in.reuters.com/article/2014/03/11/britain-boe-idINL6N0M826G20140311,Reuters,b,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM,in.reuters.com,1394573592228
414380,Playstation hackers cause airline terror alert,http://www.thetimes.co.uk/tto/technology/article4186928.ece,The Times \(subscription\),t,d7U2-ozEuKvxIvMO8VJqzwPicLHIM,www.thetimes.co.uk,1409013133253
402448,Virgin Mobile USA Launches Virgin Mobile Custom with Parental Controls,http://www.mobiletechreview.com/ubbthreads/showflat.php\?Number=46785,MobileTechReview.com,t,d1_YhhNfCBngnSMUIGjno0M4K6ePM,www.mobiletechreview.com,1406788781416
101951,Amazon offers employees $5000 to quit - ABC-7.com WZVN News for Fort Myers  ...,http://www.abc-7.com/story/25225726/amazon-offers-employees-5000-to-quit,WZVN-TV,b,dWYJR9KkIqQYI-M-27CEpmrFA-0WM,www.abc-7.com,1397291431912
1146,Elephants distinguish human voices by sex,,,,,,
404439,Contract dispute delays Big Bang Theory production,http://www.jamaicaobserver.com/entertainment/Contract-dispute-delays-Big-Bang-Theory-production,Jamaica Observer,e,dIsiA2t9zW_omGM_sgzRC1OF9P3kM,www.jamaicaobserver.com,1406802639232
148559,"Live Performances Begin on ""The Voice""",http://www.allvoices.com/contributed-news/16930116-live-performances-begin-on-the-voice,allvoices,e,dzogiEpEyVyAqCMXUG5qPqPfPViEM,www.allvoices.com,1398172835543
369656,'I was involved in no fight': Columbus Short denies any wrongdoing after arrest  ...,http://www.dailymail.co.uk/tvshowbiz/article-2684026/Columbus-Short-denies-wrongdoing-arrest-public-intoxication-Dallas.html,Daily Mail,e,d_UcALpk1wGekuMPrzcAD3d_mohiM,www.dailymail.co.uk,1404840725995
105301,Lower open seen for TSX,http://www.baystreet.ca/articles/marketupdates.aspx\?articleid=17771,Baystreet.ca,b,dRL3DSMbw7P6teMXNcWF7sA_OANoM,www.baystreet.ca,1397346850517
385766,Charlie Sheen,,,,,,
131536,'X-Men' Director Bryan Singer Accused of Sexually Assaulting Teen in 1999,http://spinoff.comicbookresources.com/2014/04/17/x-men-director-bryan-singer-accused-of-sexually-assaulting-teen-in-1999/,Comic Book Resources,e,dD2SKRjEC3OpoSMBZ2YngvPPLyq8M,spinoff.comicbookresources.com,1397779501900
404096,Aussie TMNT Poster Yanked for 9/11 Connection,http://www.breitbart.com/Big-Hollywood/2014/07/29/aussie-tmnt-poster-yanked,Breitbart News,e,dIdt3uYPvGXHMfMGjNKpBt2d9A8sM,www.breitbart.com,1406799854802
135957,FDA discourages use of laparoscopic power morcellation for removal of uterus  ...,http://www.einnews.com/pr_news/200600930/fda-discourages-use-of-laparoscopic-power-morcellation-for-removal-of-uterus-or-uterine-fibroids,EIN News \(press release\),m,dK9kZMdrbirliCM5lHEhcUMlFpzAM,www.einnews.com,1397842932754
172576,With Ban Lifted,,,,,,
283342,Samsung Galaxy Tab S 10.5 vs. Apple iPad Air: Tablet Spec Showdown,http://www.pcmag.com/article2/0,,,,,
309583,Oracle buying Micros Systems for about $5.3B,http://www.azcentral.com/story/money/business/2014/06/23/oracle-buying-micros-systems-b/11256897/,azcentral.com,t,dlX_MIZD5JpnvvM4ahpsn_L6zUcZM,www.azcentral.com,1403556883966
172055,Local teen doodling for Google's home page,http://www.ktvb.com/news/Local-teen-doodling-for-Googles-home-page-257251941.html,KTVB,t,dcZVisKxLJIGbbMi0X49vHmmusYPM,www.ktvb.com,1398852963646
213193,WWE shares dive on investor disappointment,http://www.krdo.com/news/economy-tracker/WWE-shares-dive-on-investor-disappointment/26013252,KRDO,b,dQ4Thx_EFXNgPHMYd8x6fhgp40PWM,www.krdo.com,1400381532605
281210,Neil Patrick Harris Will Be Replaced By Broadway's Andrew Rannells In 'Hedwig',http://www.inquisitr.com/1297693/neil-patrick-harris-will-be-replaced-by-broadways-andrew-rannells-in-hedwig/,The Inquisitr,e,dV5Tqv7Xoj-aHpMQAh1-iAj4nL3IM,www.inquisitr.com,1402689087644
231555,Samsung Galaxy Note 3 Android 4.4.2 KitKat Update: How to Install and Keep  ...,http://au.ibtimes.com/articles/553125/20140521/samsung-galaxy-note-3-android-4-2.htm,International Business Times AU,t,dk0VFcs2Qp9W88Mlw8U5BMaM0OjMM,au.ibtimes.com,1400691253339
103648,B-ROLL - Jamie Foxx at The Amazing Spider-Man 2 - UK film premiere on April  ...,http://archive.firstcoastnews.com/video/default.aspx\?bctid=3455125717001,First Coast News,e,dRABY7gee_DvnyMzvKTMy503xqsLM,archive.firstcoastnews.com,1397298835015
10151,Pint-Sized Tyrannosaur was King of the Arctic,http://www.naharnet.com/stories/en/122414-pint-sized-tyrannosaur-was-king-of-the-arctic,Naharnet,t,dOQvzWTEFn4NkVM9cEdHPHzACAZjM,www.naharnet.com,1394715187291
332751,Under the Dome season 2 SPOILERS! Big Jim holds a census as supplies run  ...,http://primetime.unrealitytv.co.uk/dome-season-2-spoilers-big-jim-holds-census-supplies-run-low-acid-rainstorm-threatens-lives-everyone/,Unreality TV,e,d2G_KoIYiJ3KzHM5Hljzp4xP5ImlM,primetime.unrealitytv.co.uk,1404093155726
351954,Enjoy a safe July 4th: Leave fireworks to the professionals!,http://www.bcdemocratonline.com/article/20140702/NEWS/140629897/10082/NEWS,Bent County Democrat,e,dy1gZWlRtUtzUMMC1yZ8jjbTEXmsM,www.bcdemocratonline.com,1404401066393
297378,Oil price steadies amid Iraq worries,http://www.ecns.cn/business/2014/06-17/119320.shtml,ecns,b,d9Lmg8dfOPr-9uM0aWP-tSyD8uFpM,www.ecns.cn,1403067520656
340188,Samsung launches Galaxy Tab S tablets,http://economictimes.indiatimes.com/tech/hardware/samsung-launches-galaxy-tab-s-tablets/articleshow/37570957.cms,Economic Times,t,dWPP8mLzF2r3CkMasnBydk5_SWPnM,economictimes.indiatimes.com,1404229075135
18295,WhatsApp's “values and beliefs will not change”,http://techday.com/netguide/news/whatsapps-values-and-beliefs-will-not-change/180837/,Techday NZ,t,d2ARGExeh2DVRAMBpAROrjNLZiCfM,techday.com,1395162688955
345305,Samsung Galaxy Mega 2 specs revealed in GFX Bench results,http://www.digitaltrends.com/mobile/samsung-galaxy-mega-2-news/,Digital Trends,t,dcHIWOvLlwDVUGMhu05858VLOwMZM,www.digitaltrends.com,1404314017652
101330,A Turbulent Week for the European Financial Markets,http://invezz.com/news/equities/10317-A-Turbulent-Week-for-the-European-Financial-Markets,iNVEZZ,b,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM,invezz.com,1397289062411
281334,World Cup opening ceremony to feature paraplegic taking first kick in 'Iron Man  ...,http://sports.yahoo.com/blogs/soccer-dirty-tackle/world-cup-opening-ceremony-to-feature-paraplegic-taking-first-kick-in--iron-man-like--exoskeleton---and-pitbull-030501840.html,Yahoo Sports \(blog\),m,dO3DPKiZkB53VIMPW51Ks6PgSYHbM,sports.yahoo.com,1402690003318
114146,Beyonce & Jay Z Grab Breakfast Together After Surprise Coachella Appearances!,http://www.justjared.com/2014/04/14/beyonce-jay-z-grab-breakfast-together-after-surprise-coachella-appearances/,Just Jared,e,depet99wFMxs4_MEh21kjNi2cVNqM,www.justjared.com,1397516983684
323137,Philip Morris tobacco firm snaps up UK-based Nicocigs brand,http://www.cityam.com/1403829935/philip-morris-tobacco-firm-snaps-uk-based-nicocigs-brand,CITY A.M.,b,dIcyjfRhHSK3S2MjTrFEoLiOYvzwM,www.cityam.com,1403858464712
217198,AT&T to Buy DirecTV,,,,,,
291913,Kim Kardashian Flashes Her Boobs On Instagram (And To 100000 People),https://uk.celebrity.yahoo.com/gossip/omg/kim-kardashian-flashes-her-boobs-on-instagram--and-a-100-000-strong-crowd-120451345.html,Yahoo Celebrity UK,e,dYNGdI-_pkJeCDM2VpiV886e7EPBM,uk.celebrity.yahoo.com,1402940810956
287484,Another picture from Kim's wedding out!,http://www.eni.network24.co/entertainment/another-picture-from-kims-wedding-out-10656_9,Enewspaper of India,e,d3AuCSuOO1axo4Mmyf9jkw7_OjW-M,www.eni.network24.co,1402810365316
177696,Jennifer Lopez Unveils “AKA” Cover Art,http://www.ballerstatus.com/2014/05/05/jennifer-lopez-unveils-aka-cover-art/,BallerStatus.com,e,dXF8peqAhVN-BWMMkuXx_Csi4feJM,www.ballerstatus.com,1399314553676
201898,ABC Renews 'Scandal,,,,,,
418524,Disney Applies for Three Drone-Related Patents for Theme Parks,http://www.slate.com/blogs/future_tense/2014/08/26/disney_applies_for_three_drone_related_patents_for_theme_parks.html,Slate Magazine \(blog\),b,dFYja-XLQOBmFOMpp0KMYWFr_-GVM,www.slate.com,1409196523772
341469,GM Hopes Recalls Won't Dent Customer Loyalty,http://time.com/2946263/gm-recalls-millions-auto-sales/,TIME,t,dFhkhDWSMOO5r9MKYhFONcms9IIxM,time.com,1404242003871
61810,Mozilla employees demand newly appointed CEO resign over anti-gay marriage  ...,http://www.upi.com/Top_News/US/2014/03/28/Mozilla-employees-demand-newly-appointed-CEO-resign-over-anti-gay-marriage-views/3841396040545/,UPI.com,t,doLu70bzpEny1fMV_EmSwCfAHxx2M,www.upi.com,1396072781727
220456,Texas Weekly Gas Price Update and Outlook,http://www.gilmermirror.com/view/full_story/25131443/article-Texas-Weekly-Gas-Price-Update-and-Outlook\?instance=news_special_coverage_right_column,Gilmer Mirror,t,dDmcrqTPjpfSzWMOCZNHTsfq_PlVM,www.gilmermirror.com,1400516031164
143747,The Supreme Court Is About to Decide the Future of TV,http://www.nationaljournal.com/tech/the-supreme-court-is-about-to-decide-the-future-of-tv-20140420,National Journal,e,dDtvxgdKxnX6wFMSWgdI_NWTQPqnM,www.nationaljournal.com,1398057638447
406808,Tesla's second-quarter earnings: the numbers you should know,http://gigaom.com/2014/07/31/teslas-2nd-quarter-earnings-the-numbers-you-should-know/,Earth2Tech,t,d_6CT2UjnUp12gMtzr7_n0kjjW_VM,gigaom.com,1406860210794
296651,'Game of Thrones' Jason Momoa to play Aquaman,http://gulfnews.com/arts-entertainment/celebrity/hollywood/game-of-thrones-jason-momoa-to-play-aquaman-1.1348243,gulfnews.com,e,d0kSZONd432dD4MIcDL3oaMoIDMkM,gulfnews.com,1403022118215
402521,Cortana lands in the UK with Windows Phone 8.1 update. Finally!,http://www.techienews.co.uk/9715907/cortana-lands-uk-windows-phone-8-1-update-finally/,Techie News,t,djJ8GIKzNBacjVMp664yoq9GwGOWM,www.techienews.co.uk,1406789339671
195626,Viagra and Other Male Anti Impotency Drugs Could Treat Duchenne Muscular  ...,http://www.thewestsidestory.net/2014/05/08/viagra-male-anti-impotency-drugs-treat-duchenne-muscular-dystrophy/,The Westside Story,m,d85C4Xi-2oLXETMHg9P0bXYm7F_NM,www.thewestsidestory.net,1399577238684
15703,German court clears euro bailout funds,http://www.businessspectator.com.au/news/2014/3/19/european-crisis/german-court-clears-euro-bailout-funds,Business Spectator,b,dg6etpPEvcAyvoMy4e6GZCc9FYV1M,www.businessspectator.com.au,1395153600420
315140,Money men trying to tally the real cost of climate change,http://www.theday.com/article/20140625/BIZ03/306259922/1044,TheDay.com,b,dZdRDQ2n6INxvMM07KdBR3otqvldM,www.theday.com,1403703728937
230907,Target fires president of Canadian operations,,,,,,
155171,We can rebuild him: Michigan man among 1st in US to get 'bionic eye',http://www.johnsoncitypress.com/article/116701/we-can-rebuild-him-michigan-man-among-1st-in-us-to-get-bionic-eye,Johnson City Press \(subscription\),m,dhAB7RSpJuC5toMeuAzCyTfKTJEhM,www.johnsoncitypress.com,1398289735084
42218,HTC Officially Unveils the New HTC One (M8),http://www.iclarified.com/39392/htc-officially-unveils-the-new-htc-one-m8,iClarified,t,dCS7hg1b8wkl8mMhX7j3pXTLfPeAM,www.iclarified.com,1395774226689
411985,Starz' 'Outlander' is bringing novels to life on small screen,http://www.recordernews.com/premium/a0696-BC-US-TV-Outlander-07-31-1281,The Recorder \(subscription\),e,dwL2fD5UV4ZArtM6GDm8xVpasRxvM,www.recordernews.com,1406940660499
395086,Online dating site OkCupid says it's experimenting on you,,,,,,
200672,FOREX-Draghi's warnings deflate euro but dollar's rise seen limited,http://in.reuters.com/article/2014/05/09/markets-forex-idINL2N0NV1Q220140509,Reuters,b,dibPrncWSnfQ6yMpAIzIKB9Std9CM,in.reuters.com,1399689574449
409627,Sierra Leone declares emergency as Ebola kills 729,http://www.mb.com.ph/sierra-leone-declares-emergency-as-ebola-death-toll-hits-729/,Manila Bulletin,m,d6hvLjDajAhoVrMHkZ6fjxIgPPYAM,www.mb.com.ph,1406881350729
